Intents,queries,response1,response2
event,Events?,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/ "
event,functions,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/ "
event,what are the events,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/ "
event,tell me about events,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/ "
event,what about events,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/ "
document,document to bring,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf"
document,documents needed for admision,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/02/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/02/UCP-HandBook-UnderGraduate-Studies.pdf"
document,documents needed at the time of admission,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/03/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/03/UCP-HandBook-UnderGraduate-Studies.pdf"
document,documents needed during admission,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/04/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/04/UCP-HandBook-UnderGraduate-Studies.pdf"
document,documents required for admision,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/05/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/05/UCP-HandBook-UnderGraduate-Studies.pdf"
document,documents required at the time of admission,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/06/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/06/UCP-HandBook-UnderGraduate-Studies.pdf"
document,documents required during admission,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/07/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/07/UCP-HandBook-UnderGraduate-Studies.pdf"
document,What document are required for admission,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/08/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/08/UCP-HandBook-UnderGraduate-Studies.pdf"
document,Which document to bring for admission,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/09/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/09/UCP-HandBook-UnderGraduate-Studies.pdf"
document,documents,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/10/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/10/UCP-HandBook-UnderGraduate-Studies.pdf"
document,what documents do i need,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/11/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/11/UCP-HandBook-UnderGraduate-Studies.pdf"
